,Genotype (I.D.),Animal,Stimulus,Paw Velocity (mm/s),Paw Height (mm),Pain Score,TIME,file,pca1,Paw Velocity (mm/s)_scaled,Paw Height (mm)_scaled,Pain Score_scaled,used for training,p_pain
40,C57 uninjured,"Cage1, Animal 1",0.6 vfh,1498.7,6.75,1.0,Week 1,CCI uninjured paw.csv,-0.25447315303204354,0.5045922414871699,-0.8495374238237052,-0.10014396379512873,,0.4650910376364799
41,C57 uninjured,"Cage1, Animal 2",0.6 vfh,1168.73,9.39,3.0,Week 1,CCI uninjured paw.csv,0.7299855309296307,0.08727314980365654,-0.5574138420725385,1.7458277190643865,,0.9368792521786922
42,C57 uninjured,"Cage1, Animal 4",0.6 vfh,849.38,5.13,0.0,Week 1,CCI uninjured paw.csv,-1.3646043409465287,-0.3166146337194818,-1.028795076261921,-1.0231298052248863,,0.07375558521085171
43,C57 uninjured,"Cage2, Animal 0",0.6 vfh,203.01,5.33,0.0,Week 1,CCI uninjured paw.csv,-1.8270894693008586,-1.1340905899926959,-1.0066645018868328,-1.0231298052248863,,0.07478815880659202
44,C57 uninjured,"Cage2, Animal 1",0.6 vfh,1298.18,7.02,0.0,Week 1,CCI uninjured paw.csv,-0.9138863031311215,0.25099093147602314,-0.819661148417336,-1.0231298052248863,,0.10545610387430694
45,C57 uninjured,"Cage2, Animal 3",0.6 vfh,1316.72,11.18,1.0,Week 1,CCI uninjured paw.csv,-0.10530682394727611,0.27443880843396573,-0.35934520141549764,-0.10014396379512873,,0.6239718337407534
46,C57 uninjured,"Cage3, Animal 0",0.6 vfh,1323.6,10.82,3.0,Week 1,CCI uninjured paw.csv,0.9352007956699948,0.2831400702177113,-0.39918023529065666,1.7458277190643865,,0.9369274527652153
47,C57 uninjured,"Cage3, Animal 2",0.6 vfh,197.28,5.95,0.0,Week 1,CCI uninjured paw.csv,-1.7916993152246259,-1.1413374257515423,-0.9380597213240586,-1.0231298052248863,,0.07368602166942632
48,C57 uninjured,"Cage3, Animal 3",0.6 vfh,1144.6,8.16,1.0,Week 1,CCI uninjured paw.csv,-0.4247688659265609,0.05675549764642037,-0.6935168744793321,-0.10014396379512873,,0.3047598150905158
49,C57 uninjured,"Cage3, Animal 4",0.6 vfh,1263.53,8.2,1.0,Week 1,CCI uninjured paw.csv,-0.33476743433889633,0.2071684429866642,-0.6890907596043145,-0.10014396379512873,,0.3850494721335175
50,C57 uninjured,"Cage1, Animal 1",1.4 vfh,1159.7,7.59,1.0,Week 1,CCI uninjured paw.csv,-0.45007567001831716,0.07585274371249034,-0.756589011448334,-0.10014396379512873,,0.2851828113247766
51,C57 uninjured,"Cage1, Animal 2",1.4 vfh,575.45,7.01,1.0,Week 1,CCI uninjured paw.csv,-0.9167089386670799,-0.6630589128505081,-0.8207676771360903,-0.10014396379512873,,0.10503950450179542
52,C57 uninjured,"Cage1, Animal 4",1.4 vfh,882.65,4.07,0.0,Week 1,CCI uninjured paw.csv,-1.407850550249125,-0.2745374564600022,-1.1460871204498895,-1.0231298052248863,,0.07280589571445316
53,C57 uninjured,"Cage2, Animal 0",1.4 vfh,511.29,7.53,0.0,Week 1,CCI uninjured paw.csv,-1.459890779411973,-0.7442032378570671,-0.7632281837608605,-1.0231298052248863,,0.07193978187138463
54,C57 uninjured,"Cage2, Animal 1",1.4 vfh,1254.75,7.41,1.0,Week 1,CCI uninjured paw.csv,-0.3916854094089037,0.1960642164661283,-0.7765065283859135,-0.10014396379512873,,0.3354372574766061
55,C57 uninjured,"Cage2, Animal 3",1.4 vfh,1050.7169999999999,7.6378,1.0,Week 1,CCI uninjured paw.csv,-0.5271549744275669,-0.06198004887151547,-0.7512998041726878,-0.10014396379512873,,0.23325092962242985
56,C57 uninjured,"Cage3, Animal 2",1.4 vfh,681.275,8.1589,0.0,Week 1,CCI uninjured paw.csv,-1.2947330950438076,-0.5292201006027045,-0.6936385926383952,-1.0231298052248863,,0.07577629278119306
57,C57 uninjured,"Cage3, Animal 3",1.4 vfh,1081.7169999999999,6.8686,1.0,Week 1,CCI uninjured paw.csv,-0.553495041777156,-0.022773782113358936,-0.8364139932192778,-0.10014396379512873,,0.21808201237234132
58,C57 uninjured,"Cage3, Animal 4",1.4 vfh,1551.78,7.54,1.0,Week 1,CCI uninjured paw.csv,-0.16498244884988278,0.5717234879233939,-0.762121655042106,-0.10014396379512873,,0.5602886233804548
59,C57 uninjured,"Cage1, Animal 1",0.07 vfh,1128.4,8.74,0.0,Week 2,CCI uninjured paw.csv,-0.9288542911577611,0.03626706146957751,-0.6293382087915758,-1.0231298052248863,,0.10329733167650418
60,C57 uninjured,"Cage1, Animal 2",0.07 vfh,1281.4,10.67,1.0,Week 2,CCI uninjured paw.csv,-0.16385367054009456,0.2297689586953178,-0.415778166071973,-0.10014396379512873,,0.5614924309256799
61,C57 uninjured,"Cage1, Animal 4",0.07 vfh,1034.76,9.15,2.0,Week 2,CCI uninjured paw.csv,0.08692810567464292,-0.08216115850570577,-0.5839705313226446,0.8228418776346288,,0.7840455793073081
62,C57 uninjured,"Cage2, Animal 0",0.07 vfh,558.11,6.98,0.0,Week 2,CCI uninjured paw.csv,-1.4605971017779942,-0.6849891278694255,-0.8240872632923535,-1.0231298052248863,,0.07193003194693341
63,C57 uninjured,"Cage2, Animal 1",0.07 vfh,503.58,6.85,0.0,Week 2,CCI uninjured paw.csv,-1.508995619680194,-0.7539542158153054,-0.838472136636161,-1.0231298052248863,,0.07138767795983823
64,C57 uninjured,"Cage2, Animal 3",0.07 vfh,765.22,6.55,0.0,Week 2,CCI uninjured paw.csv,-1.3357808736369612,-0.42305332437646415,-0.8716679981987936,-1.0231298052248863,,0.07451245793737425
65,C57 uninjured,"Cage3, Animal 0",0.07 vfh,709.8,9.327,0.0,Week 2,CCI uninjured paw.csv,-1.1991454775782662,-0.49314401159378796,-0.5643849730006915,-1.0231298052248863,,0.07971084225308343
66,C57 uninjured,"Cage3, Animal 2",0.07 vfh,398.95,8.512,2.0,Week 2,CCI uninjured paw.csv,-0.4213208197406905,-0.8862816897154961,-0.6545670635791765,0.8228418776346288,,0.30752370984901084
67,C57 uninjured,"Cage3, Animal 3",0.07 vfh,584.6,6.2925,0.0,Week 2,CCI uninjured paw.csv,-1.4850345730675256,-0.6514867405654394,-0.9001611127067198,-1.0231298052248863,,0.0716252584505859
68,C57 uninjured,"Cage3, Animal 4",0.07 vfh,609.225,7.6636,1.0,Week 2,CCI uninjured paw.csv,-0.8501254615606724,-0.6203430528583553,-0.7484449600783015,-0.10014396379512873,,0.11616742870898866
69,C57 uninjured,"Cage1, Animal 1",0.6 vfh,415.79,7.23,1.0,Week 2,CCI uninjured paw.csv,-1.0200503343083462,-0.8649838338378396,-0.7964240453234931,-0.10014396379512873,,0.09250863610355106
70,C57 uninjured,"Cage1, Animal 2",0.6 vfh,1713.32,14.89,1.0,Week 2,CCI uninjured paw.csv,0.4232846108092082,0.776026079281865,0.051176953242391916,-0.10014396379512873,,0.9106152986214844
71,C57 uninjured,"Cage1, Animal 4",0.6 vfh,1347.55,10.85,1.0,Week 2,CCI uninjured paw.csv,-0.10371743153598412,0.3134300730840936,-0.39586064913439345,-0.10014396379512873,,0.6256747041856641
72,C57 uninjured,"Cage2, Animal 0",0.6 vfh,354.02,8.84,2.0,Week 2,CCI uninjured paw.csv,-0.4334053570229221,-0.9431054821491728,-0.6182729216040317,0.8228418776346288,,0.2979381935422749
73,C57 uninjured,"Cage2, Animal 3",0.6 vfh,2032.85,10.59,1.0,Week 2,CCI uninjured paw.csv,0.38355941747970956,1.1801415120958572,-0.42463039582200834,-0.10014396379512873,,0.903089314692502
74,C57 uninjured,"Cage3, Animal 0",0.6 vfh,1811.1670000000001,14.3738,3.0,Week 2,CCI uninjured paw.csv,1.5207006140814918,0.899774969071715,-0.005942059219711337,1.7458277190643865,,0.9164355827344854
75,C57 uninjured,"Cage3, Animal 2",0.6 vfh,902.95,9.5604,1.0,Week 2,CCI uninjured paw.csv,-0.5129959989200485,-0.24886367532482223,-0.5385585927049633,-0.10014396379512873,,0.24193444734738306
76,C57 uninjured,"Cage3, Animal 3",0.6 vfh,438.925,6.1015,0.0,Week 2,CCI uninjured paw.csv,-1.6043462790648848,-0.8357245763717122,-0.9212958112349293,-1.0231298052248863,,0.07105394965275673
77,C57 uninjured,"Cage3, Animal 4",0.6 vfh,854.48,6.2,1.0,Week 2,CCI uninjured paw.csv,-0.7632846385055688,-0.3101645704786238,-0.9103965033551982,-0.10014396379512873,,0.13562036392279628
78,C57 uninjured,"Cage1, Animal 1",1.4 vfh,1312.82,9.76,0.0,Week 2,CCI uninjured paw.csv,-0.7281008887535958,0.26950640713213303,-0.5164722794786251,-1.0231298052248863,,0.14549310953915304
79,C57 uninjured,"Cage1, Animal 2",1.4 vfh,596.93,9.89,1.0,Week 2,CCI uninjured paw.csv,-0.7169515586413571,-0.6358927641419534,-0.5020874061348176,-0.10014396379512873,,0.14890014146754013
80,C57 uninjured,"Cage1, Animal 4",1.4 vfh,1229.07,10.49,2.0,Week 2,CCI uninjured paw.csv,0.31539379383773286,0.16358625097098434,-0.43569568300955247,0.8228418776346288,,0.8866560611687696
81,C57 uninjured,"Cage2, Animal 0",1.4 vfh,212.6,5.63,1.0,Week 2,CCI uninjured paw.csv,-1.271653103367133,-1.1219619416633178,-0.9734686403242,-0.10014396379512873,,0.07659101885845485
82,C57 uninjured,"Cage2, Animal 1",1.4 vfh,735.98,8.92,1.0,Week 2,CCI uninjured paw.csv,-0.6766714030672003,-0.4600336869573834,-0.6094206918539963,-0.10014396379512873,,0.16243717971755225
83,C57 uninjured,"Cage2, Animal 3",1.4 vfh,641.25,12.48,1.0,Week 2,CCI uninjured paw.csv,-0.5189245911610227,-0.5798404498606147,-0.21549646797742308,-0.10014396379512873,,0.23825269674987068
84,C57 uninjured,"Cage3, Animal 0",1.4 vfh,856.7,10.6323,2.0,Week 2,CCI uninjured paw.csv,0.05068864314906305,-0.30735689589142673,-0.41994977934167704,0.8228418776346288,,0.7589971101389879
85,C57 uninjured,"Cage3, Animal 2",1.4 vfh,248.1,4.0432,2.0,Week 2,CCI uninjured paw.csv,-0.8176874764562115,-1.0770644426338158,-1.1490526174161513,0.8228418776346288,,0.12269892527046747
86,C57 uninjured,"Cage3, Animal 3",1.4 vfh,800.9,9.3083,1.0,Week 2,CCI uninjured paw.csv,-0.6041341270852569,-0.37792817605610857,-0.5664541817047622,-0.10014396379512873,,0.19233175790113735
87,C57 uninjured,"Cage3, Animal 4",1.4 vfh,787.75,4.8595,2.0,Week 2,CCI uninjured paw.csv,-0.3687535577229905,-0.39455922147126204,-1.0587266781042282,0.8228418776346288,,0.354618850988174
88,C57 uninjured,"Cage1, Animal 1",0.07 vfh,380.53,4.46,0.0,Week 3,CCI uninjured paw.csv,-1.7521356172479796,-0.9095778004795363,-1.1029325004184674,-1.0231298052248863,,0.07270728433936509
89,C57 uninjured,"Cage1, Animal 2",0.07 vfh,711.11,6.91,2.0,Week 3,CCI uninjured paw.csv,-0.29412682783679206,-0.4914872306436851,-0.8318329643236345,0.8228418776346288,,0.42436457569198294
90,C57 uninjured,"Cage1, Animal 4",0.07 vfh,940.3,10.18,0.0,Week 3,CCI uninjured paw.csv,-0.9751778913629712,-0.20162644747265632,-0.4699980732909395,-1.0231298052248863,,0.09734812063839336
91,C57 uninjured,"Cage2, Animal 0",0.07 vfh,1126.83,6.4,1.0,Week 3,CCI uninjured paw.csv,-0.5502569521890748,0.03428145376601906,-0.8882659289801098,-0.10014396379512873,,0.21987905429232082
92,C57 uninjured,"Cage2, Animal 1",0.07 vfh,720.9,7.65,0.0,Week 3,CCI uninjured paw.csv,-1.2981044140107565,-0.4791056386578028,-0.7499498391358075,-1.0231298052248863,,0.07566377911156962
93,C57 uninjured,"Cage2, Animal 3",0.07 vfh,627.5,4.82,0.0,Week 3,CCI uninjured paw.csv,-1.5475490343347782,-0.5972303262452808,-1.063097466543308,-1.0231298052248863,,0.07113329694738049
94,C57 uninjured,"Cage3, Animal 0",0.07 vfh,1090.75,10.08,1.0,Week 3,CCI uninjured paw.csv,-0.3417210477207476,-0.01134958186734497,-0.4810633604784837,-0.10014396379512873,,0.37863154331489884
95,C57 uninjured,"Cage3, Animal 2",0.07 vfh,485.1,3.46,0.0,Week 3,CCI uninjured paw.csv,-1.7391240679786966,-0.7773262096762966,-1.2135853722939092,-1.0231298052248863,,0.07243989611595339
96,C57 uninjured,"Cage3, Animal 3",0.07 vfh,451.13,4.5,0.0,Week 3,CCI uninjured paw.csv,-1.6976700772628064,-0.8202886897335411,-1.0985063855434494,-1.0231298052248863,,0.07175530868287655
97,C57 uninjured,"Cage3, Animal 4",0.07 vfh,505.8,4.58,1.0,Week 3,CCI uninjured paw.csv,-1.1231402457480972,-0.7511465412281083,-1.089654155793414,-0.10014396379512873,,0.0840919939302092
98,C57 uninjured,"Cage1, Animal 1",0.6 vfh,1010.75,13.37,2.0,Week 3,CCI uninjured paw.csv,0.3388319765475559,-0.11252704446903924,-0.11701541200827992,0.8228418776346288,,0.8928608229048727
99,C57 uninjured,"Cage1, Animal 2",0.6 vfh,1559.8,9.27,1.0,Week 3,CCI uninjured paw.csv,-0.04857959212150791,0.5818665285492137,-0.5706921866975917,-0.10014396379512873,,0.676821135261859
100,C57 uninjured,"Cage1, Animal 4",0.6 vfh,971.37,7.91,1.0,Week 3,CCI uninjured paw.csv,-0.5681098033251044,-0.16233165043472325,-0.7211800924481926,-0.10014396379512873,,0.21020180370438557
101,C57 uninjured,"Cage2, Animal 0",0.6 vfh,531.33,5.39,0.0,Week 3,CCI uninjured paw.csv,-1.5818510597943147,-0.7188582834753425,-1.0000253295743062,-1.0231298052248863,,0.07104223712884215
102,C57 uninjured,"Cage2, Animal 1",0.6 vfh,985.44,6.81,1.0,Week 3,CCI uninjured paw.csv,-0.6280283635301497,-0.1445370641996502,-0.8428982515111787,-0.10014396379512873,,0.18163173960123827
103,C57 uninjured,"Cage2, Animal 3",0.6 vfh,1091.34,11.05,2.0,Week 3,CCI uninjured paw.csv,0.24989493297396673,-0.010603398080657578,-0.373730074759305,0.8228418776346288,,0.8657190343614581
104,C57 uninjured,"Cage3, Animal 0",0.6 vfh,523.49,7.1,2.0,Week 3,CCI uninjured paw.csv,-0.41994282992263327,-0.7287736748103086,-0.8108089186673005,0.8228418776346288,,0.30863470821449956
105,C57 uninjured,"Cage3, Animal 2",0.6 vfh,860.23,4.8,0.0,Week 3,CCI uninjured paw.csv,-1.3777057640580543,-0.302892440354127,-1.065310523980817,-1.0231298052248863,,0.07344495156648229
106,C57 uninjured,"Cage3, Animal 3",0.6 vfh,430.08,3.6,1.0,Week 3,CCI uninjured paw.csv,-1.2414140905785334,-0.846911009580612,-1.1980939702313471,-0.10014396379512873,,0.07778283564828527
107,C57 uninjured,"Cage3, Animal 4",0.6 vfh,1149.06,4.97,1.0,Week 3,CCI uninjured paw.csv,-0.625254828086045,0.062396141186464874,-1.0464995357619917,-0.10014396379512873,,0.18282876371469406
108,C57 uninjured,"Cage1, Animal 1",1.4 vfh,933.73,11.36,3.0,Week 3,CCI uninjured paw.csv,0.6830319056560953,-0.20993564658882038,-0.3394276844779181,1.7458277190643865,,0.9354224837802769
109,C57 uninjured,"Cage1, Animal 2",1.4 vfh,1285.53,12.02,1.0,Week 3,CCI uninjured paw.csv,-0.07458401930799861,0.23499224520213013,-0.2663967890401264,-0.10014396379512873,,0.6522891658797612
110,C57 uninjured,"Cage1, Animal 4",1.4 vfh,1332.3,8.6,2.0,Week 3,CCI uninjured paw.csv,0.27057019511447017,0.2941431192756456,-0.6448296108541377,0.8228418776346288,,0.8729446835990018
111,C57 uninjured,"Cage2, Animal 0",1.4 vfh,1058.7,5.35,1.0,Week 3,CCI uninjured paw.csv,-0.6674213905089637,-0.05188380282214868,-1.004451444449324,-0.10014396379512873,,0.16583542933288856
112,C57 uninjured,"Cage2, Animal 1",1.4 vfh,1415.11,15.63,1.0,Week 3,CCI uninjured paw.csv,0.2512863772410355,0.3988744402512243,0.13306007843021894,-0.10014396379512873,,0.8662244156866434
113,C57 uninjured,"Cage2, Animal 3",1.4 vfh,995.53,8.8,2.0,Week 3,CCI uninjured paw.csv,0.03572653251911704,-0.1317760567290116,-0.6226990364790492,0.8228418776346288,,0.74786859039194
114,C57 uninjured,"Cage3, Animal 0",1.4 vfh,687.63,5.39,2.0,Week 3,CCI uninjured paw.csv,-0.4084830361552772,-0.5211828159172824,-1.0000253295743062,0.8228418776346288,,0.31801542343933326
115,C57 uninjured,"Cage3, Animal 2",1.4 vfh,531.29,3.48,0.0,Week 3,CCI uninjured paw.csv,-1.7038841417777275,-0.7189088722066435,-1.2113723148564002,-1.0231298052248863,,0.07184228270693004
116,C57 uninjured,"Cage3, Animal 3",1.4 vfh,1035.72,5.01,1.0,Week 3,CCI uninjured paw.csv,-0.7060359651412665,-0.08094702895448538,-1.0420734208869742,-0.10014396379512873,,0.15237403303641084
117,C57 uninjured,"Cage3, Animal 4",1.4 vfh,573.85,4.5,1.0,Week 3,CCI uninjured paw.csv,-1.078214811797042,-0.6650824621025421,-1.0985063855434494,-0.10014396379512873,,0.08735514523735079
118,C57 uninjured,"Cage1, Animal 1",0.07 vfh,990.63,8.26,0.0,Week 4,CCI uninjured paw.csv,-1.060813881272504,-0.13797317631336536,-0.682451587291788,-1.0231298052248863,,0.08877829428123213
119,C57 uninjured,"Cage1, Animal 2",0.07 vfh,1806.9,13.38,1.0,Week 4,CCI uninjured paw.csv,0.39563857983553036,0.8943784161601971,-0.11590888328952532,-0.10014396379512873,,0.905522250547292
120,C57 uninjured,"Cage1, Animal 4",0.07 vfh,1029.28,12.33,2.0,Week 4,CCI uninjured paw.csv,0.2860253235858047,-0.08909181469392184,-0.2320943987587394,0.8228418776346288,,0.8779626747281157
121,C57 uninjured,"Cage2, Animal 0",0.07 vfh,757.6,5.75,0.0,Week 4,CCI uninjured paw.csv,-1.3924846911615103,-0.43269047768927554,-0.9601902956991472,-1.0231298052248863,,0.07311867230141317
122,C57 uninjured,"Cage2, Animal 1",0.07 vfh,301.6,4.67,0.0,Week 4,CCI uninjured paw.csv,-1.7967569398707843,-1.0094020145189329,-1.0796953973246244,-1.0231298052248863,,0.07382995114311938
123,C57 uninjured,"Cage2, Animal 3",0.07 vfh,755.13,11.33,0.0,Week 4,CCI uninjured paw.csv,-1.037871250312734,-0.4358143318471029,-0.3427472706341813,-1.0231298052248863,,0.0908059015770521
124,C57 uninjured,"Cage3, Animal 0",0.07 vfh,832.73,9.68,1.0,Week 4,CCI uninjured paw.csv,-0.5569874817110243,-0.3376721931234594,-0.5253245092286605,-0.10014396379512873,,0.21616472923911156
125,C57 uninjured,"Cage3, Animal 2",0.07 vfh,3982.25,10.52,1.0,Week 4,CCI uninjured paw.csv,1.8124352148992957,3.645583332042642,-0.4323760968532893,-0.10014396379512873,,0.914396486206157
126,C57 uninjured,"Cage3, Animal 3",0.07 vfh,307.2,4.55,0.0,Week 4,CCI uninjured paw.csv,-1.8003045460795286,-1.0023195921368142,-1.0929737419496774,-1.0231298052248863,,0.07393355238458997
127,C57 uninjured,"Cage3, Animal 4",0.07 vfh,773.25,7.79,2.0,Week 4,CCI uninjured paw.csv,-0.1922256585459929,-0.41289763656781914,-0.7344584370732457,0.8228418776346288,,0.5312101604090339
128,C57 uninjured,"Cage1, Animal 1",0.6 vfh,980.17,4.4,1.0,Week 4,CCI uninjured paw.csv,-0.7858450730208058,-0.15120212954853693,-1.1095716727309937,-0.10014396379512873,,0.12993932597534824
129,C57 uninjured,"Cage1, Animal 2",0.6 vfh,1231.8,6.47,1.0,Week 4,CCI uninjured paw.csv,-0.4686036862647692,0.16703893188226718,-0.880520227948829,-0.10014396379512873,,0.2716456720831599
130,C57 uninjured,"Cage1, Animal 4",0.6 vfh,1067.18,9.25,0.0,Week 4,CCI uninjured paw.csv,-0.9412909946436623,-0.041158991786369066,-0.5729052441351005,-1.0231298052248863,,0.10159523841025346
131,C57 uninjured,"Cage2, Animal 0",0.6 vfh,722.85,5.12,0.0,Week 4,CCI uninjured paw.csv,-1.4582775825056042,-0.47663943800688646,-1.0299016049806755,-1.0231298052248863,,0.07196224907097275
132,C57 uninjured,"Cage2, Animal 1",0.6 vfh,1182.4,7.91,1.0,Week 4,CCI uninjured paw.csv,-0.4129444980307992,0.10456184872572115,-0.7211800924481926,-0.10014396379512873,,0.3143334867210985
133,C57 uninjured,"Cage2, Animal 3",0.6 vfh,509.68,9.68,0.0,Week 4,CCI uninjured paw.csv,-1.3237405987126276,-0.7462394342919261,-0.5253245092286605,-1.0231298052248863,,0.0748597549790383
134,C57 uninjured,"Cage3, Animal 0",0.6 vfh,960.5,8.75,2.0,Week 4,CCI uninjured paw.csv,0.006775999035366168,-0.17607913816572845,-0.6282316800728214,0.8228418776346288,,0.7250379699647376
135,C57 uninjured,"Cage3, Animal 2",0.6 vfh,1330.85,8.78,1.0,Week 4,CCI uninjured paw.csv,-0.24822041535030112,0.29230927776598986,-0.6249120939165582,-0.10014396379512873,,0.47165721434209634
136,C57 uninjured,"Cage3, Animal 3",0.6 vfh,531.05,6.64,0.0,Week 4,CCI uninjured paw.csv,-1.5022116027032448,-0.7192124045944486,-0.8617092397300038,-1.0231298052248863,,0.07144879029713154
137,C57 uninjured,"Cage3, Animal 4",0.6 vfh,547.49,7.4,0.0,Week 4,CCI uninjured paw.csv,-1.4415777010986948,-0.6984204360298003,-0.7776130571046679,-1.0231298052248863,,0.07221115306349808
138,C57 uninjured,"Cage1, Animal 1",1.4 vfh,863.58,4.84,1.0,Week 4,CCI uninjured paw.csv,-0.8434653502422359,-0.29865563410768103,-1.0608844091057992,-0.10014396379512873,,0.11744368562010282
139,C57 uninjured,"Cage1, Animal 2",1.4 vfh,660.44,4.86,1.0,Week 4,CCI uninjured paw.csv,-0.9915518021345665,-0.5555705060190331,-1.0586713516682902,-0.10014396379512873,,0.09548514012317515
140,C57 uninjured,"Cage1, Animal 4",1.4 vfh,477.26,5.29,0.0,Week 4,CCI uninjured paw.csv,-1.627995062687249,-0.7872416010112627,-1.0110906167618503,-1.0231298052248863,,0.07112954371998133
141,C57 uninjured,"Cage2, Animal 0",1.4 vfh,259.7,4.12,2.0,Week 4,CCI uninjured paw.csv,-0.8042525769061156,-1.0623937105565702,-1.1405544768561175,0.8228418776346288,,0.125648044867542
142,C57 uninjured,"Cage2, Animal 1",1.4 vfh,839.43,7.45,1.0,Week 4,CCI uninjured paw.csv,-0.6945052087053908,-0.3291985806305676,-0.7720804135108958,-0.10014396379512873,,0.15619780542499698
143,C57 uninjured,"Cage2, Animal 3",1.4 vfh,449.46,7.9,0.0,Week 4,CCI uninjured paw.csv,-1.4817186787409087,-0.8224007692653514,-0.722286621166947,-1.0231298052248863,,0.07166291021198906
144,C57 uninjured,"Cage3, Animal 0",1.4 vfh,1369.55,12.25,1.0,Week 4,CCI uninjured paw.csv,0.0018854161242295771,0.34125387529955953,-0.24094662850877477,-0.10014396379512873,,0.7210146114407862
145,C57 uninjured,"Cage3, Animal 2",1.4 vfh,1082.73,10.41,1.0,Week 4,CCI uninjured paw.csv,-0.3265387933815155,-0.021492622493164797,-0.4445479127595878,-0.10014396379512873,,0.39276714767575466
146,C57 uninjured,"Cage3, Animal 3",1.4 vfh,411.7,8.26,1.0,Week 4,CCI uninjured paw.csv,-0.9572650578280125,-0.8701565316133512,-0.682451587291788,-0.10014396379512873,,0.09952450127314161
147,C57 uninjured,"Cage3, Animal 4",1.4 vfh,1046.51,6.9,3.0,Week 4,CCI uninjured paw.csv,0.4810681857343105,-0.06730071868608191,-0.8329394930423889,1.7458277190643865,,0.9193623797729072
